name,category_list,funding_total_usd,status,country_code,funding_rounds,dias_hasta_inversion
EMBI,Analytics|Healthcare Services|Medical|SaaS,0.0,operating,USA,1,930.0
Allakos,Biotechnology,62449545.0,operating,USA,3,969.0
AllazoHealth,Health and Wellness|Health Care,0.0,operating,USA,2,565.0
Allecra Therapeutics,Biotechnology,19567500.0,operating,FRA,1,107.0
Allegheny General Hospital,Health Care,1415000.0,operating,USA,2,
Allegro Diagnostics,Biotechnology|Health Diagnostics,5400000.0,acquired,USA,1,2013.0
Allegro Ophthalmics,Biotechnology,22000000.0,operating,USA,2,
Allele Biotech,Biotechnology,7000000.0,operating,USA,1,5745.0
Allena Pharmaceuticals,Biotechnology,40000000.0,operating,USA,2,319.0
AllergEase,Biotechnology,1080959.0,operating,USA,1,1192.0
Allergy Therapeutics,Healthcare Services|Medical|Medical Professionals,30000000.0,ipo,GBR,1,
Allete Therapeutic Solutions,Medical,0.0,operating,USA,1,
Alliance Health Networks,Health Care,14300000.0,operating,USA,2,2815.0
AlliedPath,Biotechnology|Health Diagnostics,490000.0,operating,USA,1,
Alligator Bioscience,Biotechnology,7443779.0,operating,,1,
Alliqua,Biotechnology|Health Diagnostics,40816578.0,ipo,USA,7,
AllizHealth,Health and Wellness|Health Care,350000.0,operating,IND,1,152.0
Allocade,Biotechnology,11587263.0,operating,USA,3,2045.0
AlloCure,Biotechnology,46988259.0,operating,USA,5,183.0
Allon Therapeutics,Biotechnology,11626182.0,ipo,CAN,2,
Allostera Pharma,Biotechnology,15400000.0,operating,CAN,1,1668.0
Allozyne,Biotechnology,36902500.0,operating,USA,4,339.0
Alltech Medical Systems,Health Care,6599285.0,operating,CHN,4,
Allurion Technologies,Health Care,4469794.0,operating,USA,3,1302.0
Allux Medical,Health Care,6400000.0,operating,USA,1,
Allygrow Technologies,Aerospace|Automotive|Engineering Firms|Medical|Medical Devices,20000000.0,operating,IND,1,
Allylix,Agriculture|Biotechnology|Pharmaceuticals,30550000.0,acquired,USA,3,2158.0
Alnara Pharmaceuticals,Biotechnology|Health and Wellness,55000000.0,acquired,USA,2,303.0
Alnylam Pharmaceuticals,Health Care,734600000.0,ipo,USA,3,
Alodokter,Health and Wellness|Health Care|Internet,0.0,operating,IDN,1,475.0
Alpha Orthopaedics,Health Care,3092294.0,operating,USA,1,
AlphaCare Holdings,Biotechnology,17415364.0,operating,USA,2,591.0
Alphatec Spine,Health Care,58950000.0,ipo,USA,2,8348.0
AlphaVax,Biotechnology|Health Care|Medical,29220000.0,operating,USA,2,
Alpine Immune Sciences,Biotechnology|Health Care|Medical,1300000.0,operating,USA,1,0.0
Alseres Pharmaceuticals,Biotechnology,5900000.0,operating,USA,3,
ALT Bioscience,Biotechnology,8151461.0,operating,USA,3,4699.0
Altacor,Biotechnology,3050505.0,operating,GBR,1,
Altammune,Biotechnology|Health Diagnostics,46000.0,operating,USA,1,744.0
ALTATHERA Pharmaceuticals,Health and Wellness|Health Care|Pharmaceuticals,2000000.0,operating,USA,2,
Altea Therapeutics,Biotechnology,3685000.0,operating,USA,2,4150.0
Alteer,Health Care Information Technology|Healthcare Services|Medical,25900000.0,operating,,2,
AlterG,Health Care|Medical Devices,50310333.0,operating,USA,7,-53.0
Altermune Technologies,Biotechnology,7000000.0,operating,USA,1,629.0
AltheaDx,Biotechnology|Health Diagnostics,10974363.0,operating,USA,3,224.0
AltheRx Pharmaceuticals,Biotechnology,15000000.0,operating,USA,1,1217.0
Altheus Therapeutics,Biotechnology,10055948.0,operating,USA,2,2167.0
ALTHIA,Biotechnology,3855000.0,operating,ESP,1,
Altogen Labs,Biotechnology,0.0,operating,USA,1,
Altor BioScience,Biotechnology,56276492.0,operating,USA,8,1940.0
AltraVax,Biotechnology,2000000.0,operating,USA,1,333.0
AltusCampus,Medical|Online Education,829234.0,operating,USA,3,427.0
ALung Technologies,Biotechnology,76241743.0,operating,USA,8,4656.0
Alvine Pharmaceuticals,Biotechnology,138012000.0,operating,USA,6,613.0
Alvo International Inc.,Medical,0.0,operating,USA,1,191.0
Alvos Therapeutic,Biotechnology,2000000.0,operating,USA,1,588.0
Alzheon,Biotechnology,19955000.0,operating,USA,3,738.0
AM Pharma,Biotechnology,59059340.5914244,operating,NLD,3,
AM Technology,Biotechnology,61399.0,operating,GBR,1,4858.0
Amadix,Biotechnology|Medical|Physicians,2674800.0,operating,ESP,1,
Amakem,Biotechnology,25378200.0,operating,BEL,1,
Amal Therapeutics,Biotechnology,0.0,operating,CHE,1,782.0
Amaranth Medical,Biotechnology,20000000.0,operating,USA,1,2837.0
Amarantus BioSciences,Biotechnology,4299327.0,operating,USA,2,2066.0
Amari Jade,Health Care|Medical,0.0,operating,USA,1,1200.0
Amarin,Biotechnology,70000000.0,ipo,IRL,1,6860.0
Amaxa Biosystems,Biotechnology,0.0,acquired,DEU,1,273.0
Ambient Clinical Analytics,Health Care,1762800.0,operating,USA,2,-86.0
Ambit Biosciences,Biotechnology,193727869.0,acquired,USA,7,1958.0
Ambria Dermatology,Biotechnology,706924.0,operating,SWE,1,
Ambronite,Health Care|Nutrition|Organic,702824.0,operating,FIN,2,458.0
Ambrx,Biotechnology,10000000.0,operating,USA,1,
amcure,Biotechnology,6747501.0,operating,DEU,1,1299.0
AMDL,Biotechnology,1327250.0,operating,USA,1,
Amedica,Biotechnology|Health Care,142825000.0,ipo,USA,6,-910.0
Amedrix,Biotechnology,989240.0,operating,DEU,1,
AMENDIA,Biotechnology,3730000.0,operating,USA,2,864.0
American Addiction Centers,Biotechnology,8877015.0,ipo,USA,4,
American Ambulance Company,Medical,0.0,operating,USA,1,520.0
American BioCare,Biotechnology,1805230.0,operating,USA,3,5103.0
American CareSource Holdings,Biotechnology,18121600.0,ipo,USA,5,7068.0
American Dental Partners,Business Intelligence|Medical|Services,0.0,ipo,USA,1,376.0
American Discount Pharmacy Crop,Medical,0.0,operating,USA,1,1896.0
American Esoteric Laboratories,Health Care|Healthcare Services|Hospitals,70000000.0,operating,USA,1,
American Family Pharmacy,Medical,0.0,operating,USA,1,858.0
American Gene Technologies International,Biotechnology,1664999.0,operating,USA,2,2450.0
American Health Supplies,Medical|Pharmaceuticals,0.0,operating,USA,1,7723.0
American Kidney Stone Management,Biotechnology,217708.0,operating,USA,2,9430.0
American Medical Supply,Medical,0.0,operating,USA,1,2112.0
American Pathology Partners,Biotechnology|Health Diagnostics,5999999.0,operating,USA,1,1705.0
American Pet Care Corporation,Medical|Pets,325000.0,operating,USA,1,11711.0
American Renal Associates Holdings,Biotechnology,14578729.0,operating,USA,3,5127.0
American Retail Alliance Corporation,Medical,100000.0,operating,USA,1,3250.0
American Science and Engineering,Health Care,4500000.0,ipo,USA,1,19248.0
American TeleCare,Biotechnology,1350000.0,operating,USA,1,5899.0
American Well,Biotechnology,133149345.0,operating,USA,4,1391.0
AmeriPath,Health Care,0.0,ipo,USA,1,-686.0
Ameritox,Medical|Medical Devices|Testing,0.0,operating,USA,1,
Amerstem,Health Care Information Technology,375000.0,operating,USA,1,
AMES Technology,Biotechnology,315000.0,operating,USA,1,3452.0
amfAR,Biotechnology,20000000.0,operating,USA,1,11290.0
Amgen,Biotechnology,175463420.0,ipo,USA,1,9932.0
Amgen Biotech Experience,Biotechnology,2500000.0,operating,,1,
Amicas,Biotechnology,9000000.0,acquired,USA,1,4705.0
Amicrobe,Biotechnology,999987.0,operating,USA,1,417.0
Amicus Therapeutics,Biotechnology|Health Care,105866943.0,ipo,USA,5,863.0
AmideBio,Biotechnology,1829284.0,operating,USA,5,399.0
Aminex Therapeutics,Biotechnology,6002697.0,operating,USA,3,2017.0
Amino,Health Care|Healthcare Services,26400000.0,operating,USA,3,462.0
Amira Pharmaceuticals,Biotechnology,25000000.0,acquired,USA,1,
Amity Manufacturing,Medical,0.0,operating,USA,1,8488.0
AML Superconductivity and Magnetics,Aerospace|Energy|Manufacturing|Medical Devices|Software|Technology,202125.0,operating,USA,1,5203.0
AmnioChor,Biotechnology,0.0,operating,USA,1,2770.0
AmnioLife,Biotechnology,833000.0,operating,USA,1,883.0
Amnis,Diagnostics|Manufacturing|Medical Devices,13037350.0,operating,USA,3,
AMO Pharma,Biotechnology,25000000.0,operating,GBR,1,
Amorcyte,Biotechnology,1025000.0,acquired,USA,2,
Amorfix Life Sciences,Biotechnology,1625039.0,operating,CAN,9,2624.0
AMP Interface,Health and Wellness|Health Care|Medical,300000.0,operating,,1,274.0
Ampere Life Sciences,Biotechnology,1367143.0,operating,USA,1,316.0
Amphivena Therapeutics,Biotechnology,14000000.0,operating,USA,1,561.0
Amphora Discovery,Biotechnology,43000000.0,acquired,USA,2,365.0
Amphora Medical,Biotechnology,13382106.0,operating,USA,2,886.0
Ampio Pharmaceuticals,Biotechnology,63885000.0,ipo,USA,2,
Ampla Pharmaceuticals,Biotechnology,7265271.0,operating,USA,3,339.0
Amplify Health,Health and Wellness|Health Care,0.0,operating,USA,2,882.0
Amplimmune,Biotechnology|Health and Wellness|Medical|Pharmaceuticals,20000000.0,acquired,USA,1,
Amplion Clinical Communications,Health Care,6706000.0,operating,USA,3,12297.0
Amplion Research,Biotechnology,1000000.0,operating,USA,1,736.0
AmpliPhi Biosciences,Biotechnology,43990999.0,ipo,USA,4,8821.0
AmpliSense,Child Care|Cloud Data Services|Hardware + Software|Medical Devices|Mobile Health,205032.0,operating,FRA,3,31.0
Amrit Advanced Biotech,Biotechnology,3242399.0,operating,GBR,3,29.0
Amulyte,Health Care,255000.0,operating,USA,2,425.0
Amura,Biotechnology,1840000.0,operating,GBR,1,
AmVac,Biotechnology,2800000.0,operating,CHE,1,1867.0
AMW Foundation,Medical,2500.0,operating,USA,1,4562.0
Amyris Biotechnologies,Biotechnology|Chemicals|Clean Technology|Renewable Energies,417040423.0,ipo,USA,10,1380.0
Anaconda Pharma,Biotechnology,3240000.0,operating,FRA,1,
Anacor Pharmaceutical,Biotechnology|Health Care,198500000.0,ipo,USA,8,1035.0
Anagnostics,Biotechnology|Health Diagnostics,3790000.0,operating,,1,
Analiza,Biotechnology|Diagnostics|Pharmaceuticals,600000.0,operating,USA,2,
Analyte Health,Health Care,38550000.0,operating,USA,5,669.0
Analyte Logic,Biotechnology,700000.0,operating,USA,1,1668.0
AnalytiCon Discovery,Biotechnology,3040000.0,operating,DEU,1,
Analytics For Life,Biotechnology,1846400.0,operating,CAN,1,
analyticsMD,Analytics|Big Data|Health Care|Optimization|Staffing Firms,120000.0,operating,USA,2,
Anapa Biotech,Biotechnology|Health Diagnostics,1000000.0,operating,DNK,1,
AnaptysBio,Biotechnology,85946511.0,operating,USA,5,576.0
Ancera,Biotechnology|Health Diagnostics,1277500.0,operating,USA,2,803.0
Anchor Therapeutics,Biotechnology,10000000.0,operating,USA,1,1692.0
Ancora Pharmaceuticals,Biotechnology,800000.0,operating,USA,2,2313.0
ANDalyze,Analytics|Biotechnology|Clean Technology|Water Purification,4313980.0,operating,USA,4,2586.0
Andaman7,Health Care|mHealth|Mobile Health,1430662.39668967,operating,,1,361.0
ANDbio,Biotechnology|Medical,0.0,operating,,1,1586.0
AndersonBrecon,Biotechnology,75000000.0,acquired,USA,1,2689.0
Andrew Technologies,Biotechnology,13261453.0,operating,USA,2,1543.0
Andro Diagnostics,Biotechnology|Health Diagnostics,1307000.0,operating,USA,1,1365.0
AndroBioSys,Biotechnology,500000.0,operating,USA,1,
Anergis,Biotechnology,35000000.0,operating,CHE,2,
Anesiva,Biotechnology,30000000.0,ipo,USA,3,3273.0
Anesthesia Medical Group,Health Care,0.0,operating,USA,1,
Aneumed,Biotechnology,1110000.0,operating,USA,1,155.0
Anew Oncology,Healthcare Services|Life Sciences|Medical,554970.0,operating,USA,1,
Anexon,Biotechnology,7500000.0,operating,,2,
Angel Eye Camera Systems,Medical,0.0,operating,USA,1,55.0
Angel Group Holding Company,Investment Management|Medical|Venture Capital,0.0,operating,CHN,1,
Angel Medical Systems,Health Care,27750000.0,operating,USA,2,4475.0
angelMD,Crowdfunding|Finance|Medical|Medical Devices|mHealth|Physicians|Venture Capital,1500000.0,operating,USA,2,305.0
AngioChem,Biotechnology,9807000.0,operating,CAN,3,
Angiocrine Bioscience,Biotechnology,3999999.0,operating,USA,1,437.0
AngioGenex,Medical,875000.0,operating,USA,1,
Angion Biomedica,Biotechnology,4356452.0,operating,USA,1,6259.0
AngioScore,Biotechnology,42000000.0,acquired,USA,2,1742.0
AngioSlide,Health Care,33150000.0,operating,USA,7,699.0
Anhui Anke Biotechnology (Group),Biotechnology,0.0,operating,CHN,1,4199.0
Anhui Jiufang Pharmaceutical,Medical,9787928.0,operating,,1,7183.0
Animal Cell Therapies,Health Care,4486000.0,operating,USA,3,608.0
Animated Dynamics,Biotechnology,150000.0,operating,USA,1,1340.0
Ankasa Regenerative Therapeutics,Biotechnology,8500000.0,operating,USA,1,
Ankh Genetics,Bioinformatics|Biotechnology|Genetic Testing|Medical,0.0,operating,USA,1,13.0
Annai Systems,Health Care,13593104.0,operating,USA,6,
Annexon,Biotechnology,34999999.0,operating,USA,2,233.0
Annovation BioPharma,Biotechnology,10375000.0,acquired,USA,3,866.0
Ansata Therapeutics,Biotechnology,2500000.0,operating,USA,1,456.0
AnSing Technology,Health Care Information Technology|Hi Tech|Medical Devices,0.0,operating,SGP,1,
Antegrin Therapeutics,Biotechnology,100000.0,operating,USA,2,457.0
Antelope Surgical Navigation,Medical,11313.0,operating,EST,1,
Antera Therapeutics,Biotechnology,265000.0,operating,USA,1,534.0
Anthera Pharmaceuticals,Biotechnology|Health Care,50500000.0,ipo,USA,2,1687.0
Anthill,Biotechnology,2564788.0,operating,USA,1,953.0
Anti-Microbial Solutions,Biotechnology,1600000.0,operating,USA,1,1884.0
Antibe Therapeutics,Biotechnology,3856398.0,ipo,CAN,3,1319.0
Antrad Medical,Health Care,3462380.0,operating,SWE,2,1337.0
Antria,Biotechnology,1440000.0,operating,USA,1,394.0
AntriaBio,Biotechnology,20366453.0,ipo,USA,6,958.0
Anulex,Biotechnology,52280000.0,operating,USA,4,
AOptix Technologies,Biometrics|Biotechnology|Security,89877849.0,operating,USA,4,2706.0
Aortica Corporation,Health and Wellness|Medical|Technology,7000000.0,operating,USA,1,
AorTx,Biotechnology,5800000.0,acquired,USA,1,
Aoxing Pharmaceutical,Biotechnology,5000000.0,ipo,USA,1,4787.0
Apama Medical,Biotechnology,21800000.0,operating,USA,3,375.0
Apellis Pharmaceuticals,Biotechnology,55509987.0,operating,USA,4,871.0
ApeniMED,Health Care|Medical|Service Providers,3853000.0,acquired,USA,2,1292.0
APEPTICO Forschung und Entwicklung,Biotechnology,3950000.0,operating,AUT,1,
"Aperiomics, Inc.",Bioinformatics|Biotechnology|Diagnostics,375000.0,operating,USA,1,547.0
Aperion Biologics,Biotechnology,5439942.0,operating,USA,2,
Apertus Pharmaceuticals,Biotechnology|Developer APIs|Manufacturing,0.0,operating,USA,1,-365.0
Apex Therapeutics,Biotechnology,2763899.0,operating,USA,3,2099.0
Apexigen,Biotechnology,20000000.0,operating,USA,1,1313.0
Aphios,Biotechnology,2400000.0,operating,USA,1,
ApiFix,Biotechnology|Medical Devices,0.0,operating,ISR,1,1025.0
APIM Therapeutics,Biotechnology,0.0,operating,NOR,1,
Apitope,Biotechnology,13456610.0,operating,GBR,1,5019.0
Apixio,Big Data Analytics|Health Care Information Technology,22579169.0,operating,,4,363.0
ApniCure,Medical Devices,5099000.0,operating,USA,1,2282.0
Apofore,Biotechnology,500000.0,operating,USA,1,212.0
Apogenix,Biotechnology,10000000.0,operating,DEU,1,
Apollo Endosurgery,Biotechnology|Health Care|Medical Devices,267827392.0,operating,USA,8,645.0
ApolloMed,Health Care,14155000.0,operating,USA,3,
apomio,Biotechnology|Health and Wellness,0.0,operating,DEU,1,190.0
Aponia Laboratories,Biotechnology,5682737.0,operating,USA,4,395.0
Aposense,Biotechnology,22300000.0,ipo,ISR,3,3965.0
Apos Therapy,Health Care,31000000.0,operating,USA,3,2891.0
Apothesource,Health Care,20000.0,operating,USA,1,
ApoVax,Biotechnology,375000.0,operating,USA,2,3992.0
Appian Medical,Health Care Information Technology|Medical,1080000.0,operating,USA,2,223.0
Applied BioCode,Biotechnology|Health Diagnostics,8250080.0,operating,USA,2,1791.0
Applied BioMath,Biotechnology,505200.0,operating,USA,1,870.0
Applied Biomimetic,Biotechnology,0.0,operating,DNK,1,
Applied Bioresearch,Biotechnology,250000.0,operating,USA,1,
Applied Cell Technology,Biotechnology,0.0,operating,HUN,1,
Applied Genetics Technologies Corporation,Biotechnology,78050000.0,ipo,USA,5,-1888.0
Applied Immune Technologies,Biotechnology,4000000.0,operating,ISR,1,1576.0
Applied Proteomics,Biotechnology|Health Diagnostics,72999993.0,operating,USA,3,2227.0
Applied StemCell,Biotechnology|Health Diagnostics,4520763.0,operating,USA,2,808.0
Applied X-rad Technology,Medical,0.0,operating,USA,1,3151.0
Aprecia Pharmaceuticals,Biotechnology,93423231.0,operating,USA,8,1598.0
Apricot Trees,Health Care,0.0,operating,CHN,1,
Aprima Medical Software,Medical Devices|Software,6800000.0,operating,USA,1,3283.0
AproMed Corp,Medical,0.0,operating,USA,1,276.0
Aproxi,Dental|Medical|Technology,607638.0,operating,DNK,1,
Apsara Therapeutics,Biotechnology|Health Care|Medical|Therapeutics,1000000.0,operating,USA,2,
Apse,Agriculture|Biotechnology,1117139.0,operating,USA,4,365.0
Apta Biosciences,Biotechnology|Health Diagnostics,4576452.80863892,operating,GBR,2,440.0
AptaCam,Biotechnology|Clinical Trials|Life Sciences,41250.0,operating,GBR,1,
Aptalis Pharma,Biotechnology,170466.0,acquired,USA,1,
AptamiR Therapeutics,Biotechnology|Medical|Therapeutics,3000000.0,operating,USA,1,
Aptible,Enterprise Software|Health and Insurance|Health Care|PaaS|Privacy|Security,120000.0,operating,USA,2,471.0
Aptimmune Biologics,Health Care|Health Diagnostics|Test and Measurement,2750000.0,operating,USA,1,
Aptiv Solutions,Biotechnology,5660000.0,acquired,USA,1,10712.0
Aptus Endosystems,Health Care,40000000.0,operating,USA,2,3163.0
Aqdot,Biotechnology|Chemicals|Nanotechnology,0.0,operating,GBR,2,597.0
Aqua-tools,Biotechnology,8899100.0,operating,FRA,1,
AquaBounty Technologies,Biotechnology,13000000.0,ipo,USA,2,
AquarisPLUS Int,Biotechnology|Medical,0.0,operating,USA,1,722.0
Aquarius Biotechnologies,Biotechnology,327260.0,operating,USA,1,287.0
Aquavit Pharmaceuticals,Biotechnology,329982.0,operating,USA,1,
Aqueduct Critical Care,Biotechnology,3712304.0,operating,USA,1,
Aqueous Biomedical,Biotechnology,200000.0,operating,USA,1,1697.0
AqueSys,Health Care|Medical Devices,99600000.0,acquired,USA,4,934.0
Aquinox Pharmaceuticals,Biotechnology|Health Care,74119365.0,ipo,CAN,7,1258.0
Aradigm,Biotechnology,4108777.0,operating,USA,1,
Aragon Pharmaceuticals,Biotechnology|Health and Wellness,122000000.0,acquired,USA,4,146.0
Aragon Surgical,Health Care,25000000.0,acquired,USA,1,1101.0
Araim Pharmaceuticals,Biotechnology,4000000.0,operating,USA,1,
Aranex Biotech,Biotechnology,0.0,operating,CAN,1,
Aratana Therapeutics,Biotechnology|Health Care,76750000.0,ipo,USA,4,371.0
Arbor Pharmaceuticals,Biotechnology,34800000.0,operating,USA,1,1775.0
ArborMetrix,Analytics|Health Care|Health Care Information Technology|SaaS,9737605.0,operating,USA,3,927.0
Arbovax,Health Care|Medical|Pharmaceuticals,3429917.0,operating,USA,2,
ARC Medical Devices,Health Care,666953.0,operating,CAN,7,319.0
ARCA biopharma,Biotechnology,91850846.0,ipo,USA,9,
Arcadia Biosciences,Biotechnology,101000000.0,ipo,USA,5,1261.0
Arcadia EcoEnergies,Biotechnology,200000.0,operating,CAN,1,2383.0
Arcadia Solutions,Health Care Information Technology,13000000.0,operating,USA,2,4335.0
Arcarios,Biotechnology,0.0,operating,NLD,1,
Arch Biopartners,Biotechnology,560519.0,ipo,CAN,3,
Arch Therapeutics,Biotechnology,7045397.0,operating,USA,5,1724.0
ArcheMedX,Medical,0.0,operating,USA,1,140.0
Archemix,Biotechnology,101750000.0,operating,USA,2,957.0
Archer Pharmaceuticals,Biotechnology,2700000.0,operating,USA,1,
Archimedes Pharma,Biotechnology,99000000.0,acquired,GBR,1,2286.0
Archus Orthopedics,Medical,28000000.0,acquired,USA,2,
Arcion Therapeutics,Biotechnology,17000000.0,operating,USA,5,346.0
ArcScan,Medical Devices,3672448.0,operating,USA,1,2971.0
Arcturus BioCloud,Biotechnology,162000.0,operating,USA,3,188.0
Arcxis Biotechnologies,Biotechnology,3440000.0,operating,USA,2,
Ardais Corporation,Biotechnology|Clinical Trials,14000000.0,operating,USA,1,
Ardelyx,Biotechnology,112785321.0,ipo,USA,3,1415.0
Ardian,Health Care,64080000.0,acquired,USA,3,731.0
Arena Pharmaceuticals,Biotechnology,220260000.0,ipo,USA,3,11855.0
